Title,Genre,IMDB Rating,Rating
Mad World,Sci-Fi,3.6,R
Madaari,"Adventure, Drama, Thriller",7.6,Not Rated
Madagascar: Escape 2 Africa,"Animation, Adventure, Comedy",6.6,PG
Maddman: The Steve Madden Story,"Documentary, Biography",6.6,R
Madras Cafe,"Action, Drama, Thriller",7.7,Not Rated
Madre,"Short, Drama, Thriller",7.4,Not Rated
Maggie,"Drama, Horror, Sci-Fi",5.6,PG-13
The Magnificent Seven,"Action, Adventure, Western",6.9,PG-13
Magnolia,Drama,8.0,R
Mahabharat,"Adventure, Drama, History",8.9,TV-14
Main Aurr Mrs Khanna,"Comedy, Drama, Romance",3.6,Not Rated
Main Hoon Na,"Action, Comedy, Drama",7.0,Not Rated
Maine Pyar Kiya,"Drama, Musical, Romance",7.3,Not Rated
Maktub,"Comedy, Drama",7.4,TV-MA
Malang - Unleash the Madness,"Action, Crime, Drama",6.5,Not Rated
Malena Pichot: Estupidez compleja,Comedy,5.4,TV-MA
Malevolent,"Horror, Mystery, Thriller",4.8,TV-MA
Malibu Rescue,"Action, Comedy, Family",5.0,TV-Y7
Malicious,"Horror, Thriller",5.0,TV-MA
Mama's Boy,"Comedy, Drama",5.2,PG-13
Man of Tai Chi,"Action, Drama",6.1,R
Man Up,"Comedy, Drama, Romance",6.8,R
Manglehorn,Drama,5.6,PG-13
Manhattan Romance,"Comedy, Drama, Romance",5.6,TV-14
Manhunt,"Biography, Crime, Drama",8.1,TV-14
Mank,"Biography, Comedy, Drama",6.9,R
Mann,"Drama, Romance",6.2,Not Rated
Manolo: The Boy Who Made Shoes for Lizards,"Documentary, Biography, Drama",6.4,Not Rated
Manorama: Six Feet Under,"Crime, Drama, Mystery",7.6,Not Rated
Mansfield Park,"Comedy, Drama, Romance",7.0,PG-13
Manson Family Vacation,"Comedy, Drama, Thriller",5.8,Not Rated
Maps to the Stars,"Comedy, Drama",6.2,R
Mara,"Crime, Horror, Thriller",5.1,R
Marauders,"Action, Crime, Thriller",5.5,R
Marc Maron: Thinky Pain,Comedy,7.3,Not Rated
Maria,"Action, Crime, Drama",5.0,TV-MA
Maria Bamford: Old Baby,"Documentary, Comedy",6.1,TV-MA
Maria Bamford: The Special Special Special!,Comedy,6.9,TV-MA
Marlon Wayans: Woke-ish,"Documentary, Comedy",6.5,TV-MA
Maroon,Thriller,5.1,Not Rated
Marriage Story,"Comedy, Drama, Romance",7.9,R
Mars,"Adventure, Drama, Sci-Fi",7.5,TV-PG
Martin Lawrence Live: Runteldat,"Documentary, Comedy",5.4,R
Marvel Super Hero Adventures: Frost Fight!,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi",5.2,PG
Mary Kom,"Action, Biography, Drama",6.8,Not Rated
Mary Poppins Returns,"Comedy, Family, Fantasy",6.7,PG
Mascots,Comedy,5.8,TV-MA
Masoom,Drama,8.4,Not Rated
Master,"Action, Thriller",7.8,Not Rated
Material,"Comedy, Drama",7.3,Unrated
Matichya Chuli,"Comedy, Drama",6.8,Not Rated
Max Rose,Drama,6.2,Unrated
Maya Angelou and Still I Rise,"Documentary, Biography, History",7.8,Not Rated
Maza Pati Karodpati,Drama,7.2,Not Rated
Mea culpa,"Action, Crime, Thriller",6.1,R
Mean Dreams,"Drama, Thriller",6.3,R
Mean Girls 2,Comedy,4.1,PG-13
Mean Streets,"Crime, Drama, Thriller",7.2,R
Meditation Park,Drama,7.1,PG
Medium,"Crime, Drama, Fantasy",6.9,TV-14
Melvin Goes to Dinner,"Comedy, Drama, Romance",6.8,R
Men in Black,"Action, Adventure, Comedy",7.3,PG-13
Men in Black II,"Action, Adventure, Comedy",6.2,PG-13
Menashe,Drama,6.5,PG
Menorca,Drama,4.4,Unrated
Merantau,"Action, Drama",6.7,R
Mercenary,"Action, Drama, Thriller",5.0,Not Rated
Mercy,"Horror, Thriller",5.0,R
Mercy Black,"Horror, Mystery, Thriller",4.9,TV-14
Merlin,"Adventure, Drama, Fantasy",7.9,TV-PG
Mersal,"Action, Thriller",7.8,Not Rated
Message from the King,"Action, Crime, Drama",6.4,R
Metallica Through the Never,Music,7.2,R
Metallica: Some Kind of Monster,"Documentary, Music",7.5,Not Rated
Metro,"Action, Comedy, Crime",5.5,R
Michael,"Comedy, Drama, Fantasy",5.7,PG
"Michael Bolton's Big, Sexy Valentine's Day Special","Comedy, Music, Musical, Romance",6.7,TV-MA
Michael Che Matters,Comedy,7.2,TV-MA
Michael McIntyre: Showman,Comedy,7.2,TV-MA
Middle Men,"Comedy, Crime, Drama",6.8,R
Middle School: The Worst Years of My Life,"Animation, Comedy, Family",6.1,PG
Middleditch & Schwartz,Comedy,8.6,TV-MA
Midnight at the Magnolia,"Comedy, Romance",5.8,TV-G
Midnight Special,"Drama, Mystery, Sci-Fi",6.6,PG-13
Mike Birbiglia: My Girlfriend's Boyfriend,"Documentary, Comedy, Romance",8.0,Not Rated
Mike Epps: Don't Take It Personal,Comedy,4.4,TV-MA
Mike Epps: Only One Mike,Comedy,4.8,TV-14
Mile 22,"Action, Thriller",6.1,R
Milea: Suara dari Dilan,"Drama, Romance",6.3,TV-14
Miles Davis: Birth of the Cool,"Documentary, Biography, Music",7.4,Not Rated
MILF,Comedy,4.7,TV-MA
Milk,"Biography, Drama",7.5,R
MindGamers,"Action, Sci-Fi, Thriller",3.6,R
Mindhorn,"Comedy, Thriller",6.3,TV-MA
Mine,"Drama, Fantasy, Thriller",5.9,Not Rated
Mine 9,"Drama, Thriller",6.3,Not Rated
Minimalism: A Documentary About the Important Things,Documentary,6.7,Not Rated
Miracle,"Biography, Drama, History",7.5,PG
Miracle in Cell No. 7,Drama,7.5,G
Miraculous: Tales of Ladybug & Cat Noir,"Animation, Action, Adventure",7.7,TV-Y7
Mirage,"Mystery, Thriller",7.3,Approved
Mirai nikki,"Animation, Action, Drama",7.6,TV-MA
Miranda Sings Live... Your Welcome,Comedy,5.6,TV-14
Mirror Mirror,"Adventure, Comedy, Drama",5.6,PG
Mischief,"Comedy, Romance",6.6,R
Miss Americana,"Documentary, Biography, Music",7.4,TV-MA
Sarusuberi: Miss Hokusai,"Animation, Biography, Drama",6.7,PG-13
Miss India,Drama,3.7,TV-PG
Miss Julie,"Drama, Romance",5.5,PG-13
Miss Sharon Jones!,"Documentary, Music",7.3,Unrated
Miss Stevens,"Comedy, Drama",6.6,Not Rated
Miss Virginia,Drama,7.0,TV-14
Mississippi Grind,"Comedy, Drama",6.4,R
Mo Amer: The Vagabond,"Documentary, Comedy",7.4,TV-MA
Mohenjo Daro,"Action, Adventure, Drama",5.7,Not Rated
Mojave,"Drama, Thriller",5.2,R
Molly's Game,"Biography, Crime, Drama",7.4,R
Mom,"Comedy, Drama, Romance",7.2,TV-14
Mona Lisa Smile,Drama,6.5,PG-13
Money,"Crime, Mystery, Thriller",5.5,R
Money Talks,"Action, Comedy, Crime",6.2,R
Monkey Up,"Comedy, Family, Fantasy",3.8,PG
Monster High: 13 Wishes,Animation,6.9,TV-Y7
"Monster High: Boo York, Boo York","Animation, Fantasy",6.7,Not Rated
Monster High: Escape from Skull Shores,Animation,6.8,TV-Y7
Monster High: Freaky Fusion,Animation,6.9,TV-Y7
Monster High: Friday Night Frights,"Animation, Short",6.9,TV-Y7
Monster High: Fright On,Animation,7.0,TV-Y7
"Monster High: Frights, Camera, Action!",Animation,6.6,TV-Y7
Monster High: Ghouls Rule!,"Animation, Family",5.9,TV-Y7
Monster High: Great Scarrier Reef,"Animation, Fantasy",6.2,Not Rated
Monster High: New Ghoul at School,"Animation, Fantasy",6.8,TV-Y7
"Monster High: Scaris, City of Frights",Animation,6.9,G
Monster High: Why Do Ghouls Fall in Love?,"Animation, Romance",6.8,TV-Y7
Monster House,"Animation, Comedy, Family",6.6,PG
Monster Island,"Adventure, Comedy, Horror, Sci-Fi",3.5,PG
Monster-in-Law,"Comedy, Romance",5.6,PG-13
Monsters: Dark Continent,"Action, Drama, Horror",4.3,R
Monty Python and the Holy Grail,"Adventure, Comedy, Fantasy",8.2,PG
Monty Python: Before the Flying Circus,Documentary,7.3,Not Rated
Monty Python Live at the Hollywood Bowl,"Documentary, Comedy, Musical",7.9,R
Monty Python: The Meaning of Live,Documentary,7.6,Not Rated
Moon,"Drama, Mystery, Sci-Fi",7.8,R
Moonlight,Drama,7.4,R
Moonwalkers,"Action, Comedy",6.1,R
Morris from America,"Comedy, Drama, Romance",6.2,R
Moshe Kasher: Live in Oakland,Comedy,6.8,Not Rated
Mostly Sunny,Documentary,5.4,TV-MA
Mosul,"Action, Drama, War",7.2,TV-MA
Mother,"Comedy, Drama",6.9,PG-13
Movie 43,Comedy,4.3,R
Mr. Chandramouli,"Comedy, Romance, Sport",5.2,TV-MA
Mr. Church,"Comedy, Drama",7.7,PG-13
Mr. Deeds,"Comedy, Romance",5.8,PG-13
Mr. Peabody & Sherman,"Animation, Adventure, Comedy",6.8,PG
Mr. Roosevelt,Comedy,6.3,R
Mr. Sunshine,Comedy,6.7,TV-PG
Mr. Woodcock,"Comedy, Romance, Sport",5.1,PG-13
Mrs. Serial Killer,"Crime, Drama, Thriller",4.8,TV-MA
Mubarakan,"Comedy, Romance",5.5,PG-13
Much Ado About Nothing,"Comedy, Drama, Romance",7.3,PG-13
Mucho Mucho Amor: The Legend of Walter Mercado,Documentary,7.3,TV-14
Mucize,"Comedy, Drama, Romance",7.6,TV-MA
Mud,Drama,7.4,PG-13
Mudbound,"Drama, War",7.4,R
Mugamoodi,"Action, Adventure",5.0,Not Rated
Mumbai Delhi Mumbai,"Comedy, Romance",5.7,Not Rated
Mumbai Meri Jaan,Drama,7.7,Not Rated
Muppets Most Wanted,"Adventure, Comedy, Crime",6.4,PG
Muqaddar Ka Faisla,"Action, Comedy, Drama",4.7,Not Rated
Murder Mystery,"Action, Comedy, Crime",6.0,PG-13
Murder Party,"Comedy, Crime, Drama",5.8,Not Rated
Mute,"Mystery, Sci-Fi, Thriller",5.5,TV-MA
Mutiny on the Bounty,"Adventure, Biography, Drama",7.7,Passed
My Beautiful Broken Brain,"Documentary, Biography",7.1,TV-14
My Entire High School Sinking Into the Sea,"Animation, Action, Comedy",6.1,PG-13
My Ex-Ex,"Comedy, Romance",4.5,Unrated
My Girl,"Comedy, Drama, Family",6.9,PG
My Little Pony Equestria Girls: Forgotten Friendship,"Animation, Comedy, Drama, Family, Fantasy, Musical, Sci-Fi",7.3,TV-Y7
My Little Pony: Equestria Girls - Friendship Games,"Animation, Family, Fantasy",6.6,TV-Y
My Little Pony: Equestria Girls - Legend of Everfree,"Animation, Comedy, Family",6.5,TV-Y7
My Little Pony: Equestria Girls - Rainbow Rocks,"Animation, Adventure, Comedy",7.0,TV-Y
My Little Pony Equestria Girls: Rollercoaster of Friendship,"Animation, Comedy, Drama, Fantasy, Musical",6.4,TV-Y7
My Own Man,"Documentary, Comedy, Drama",6.4,TV-14
My Perfect Romance,Romance,4.7,PG
My Scientology Movie,Documentary,6.7,Not Rated
My Sister's Keeper,"Drama, Family",7.3,PG-13
My Stupid Boss,Comedy,7.1,TV-14
My Suicide,"Comedy, Drama",7.1,Not Rated
"My Teacher, My Obsession","Drama, Thriller",4.4,TV-14
My Week with Marilyn,"Biography, Drama",6.9,R
Mystic Pizza,"Comedy, Drama, Romance",6.3,R
Mystic River,"Crime, Drama, Mystery",7.9,R
Naam Shabana,"Action, Thriller",6.3,Not Rated
Naan Sigappu Manithan,"Action, Drama, Thriller",6.6,Not Rated
Nacho Libre,"Comedy, Family, Sport",5.8,PG
Naked,"Comedy, Drama",7.8,Not Rated
Naomi and Ely's No Kiss List,"Comedy, Drama, Romance",5.5,Not Rated
Nappily Ever After,"Comedy, Drama, Romance",6.4,TV-MA
Naruto,"Animation, Action, Adventure",8.3,TV-PG
Natalia Valdebenito: El especial,Comedy,4.9,TV-MA
Natalia Valdebenito: Gritona,Comedy,5.6,TV-MA
Natalie Palamides: Nate - A One Man Show,Comedy,6.6,TV-MA
National Parks Adventure,"Documentary, Short",7.0,G
National Treasure,"Action, Adventure, Mystery",6.9,PG
Natural Born Pranksters,Comedy,3.5,R
Naughty Jatts,Comedy,6.2,Not Rated
Ne Zha zhi mo tong jiang shi,"Animation, Action, Adventure",7.5,Not Rated
Neal Brennan: 3 Mics,Comedy,7.9,TV-MA
Neruda,"Biography, Crime, Drama",6.8,R
Never Heard,"Drama, Family",5.6,TV-14
New York Minute,"Comedy, Crime, Family",5.0,PG
Newness,"Drama, Romance",6.3,Unrated
Next,"Action, Sci-Fi, Thriller",6.2,PG-13
Next Gen,"Animation, Action, Adventure",6.6,TV-PG
Nibunan,"Action, Crime, Thriller",6.6,Not Rated
Nigerian Prince,"Crime, Drama, Thriller",5.8,TV-MA
Night Comes On,Drama,6.6,TV-MA
Night Moves,"Drama, Thriller",6.0,R
Nightcrawler,"Crime, Drama, Thriller",7.8,R
Nights in Rodanthe,"Drama, Romance",6.0,PG-13
Ninja Assassin,"Action, Thriller",6.3,R
Njan Prakashan,"Comedy, Drama",7.7,Not Rated
No Estoy Loca,"Comedy, Drama",5.7,TV-MA
No Other Woman,Drama,6.0,Passed
No Reservations,"Comedy, Drama, Romance",6.3,PG
Nocturnal Animals,"Drama, Thriller",7.5,R
Norm of the North: Family Vacation,"Animation, Adventure, Comedy",2.8,Not Rated
Norm of the North: Keys to the Kingdom,"Animation, Adventure, Comedy",3.0,PG
Norm of the North: King Sized Adventure,"Animation, Adventure, Comedy",3.2,Not Rated
Norman Lear: Just Another Version of You,"Documentary, Biography, History",7.3,Unrated
Nothing to Hide,"Adult, Comedy, Drama",6.2,X
Nothing to Lose,"Action, Adventure, Comedy",6.7,R
November Criminals,"Crime, Drama, Mystery",5.3,PG-13
Now and Then,"Comedy, Drama, Romance",6.8,PG-13
Nowhere Boy,"Biography, Drama, Music",7.1,R
Obvious Child,"Comedy, Drama, Romance",6.8,R
Océans,Documentary,7.8,G
Occupation,"Action, Drama, Sci-Fi",4.7,R
Ocean's Eleven,"Crime, Thriller",7.7,PG-13
Ocean's Thirteen,"Crime, Thriller",6.9,PG-13
Ocean's Twelve,"Crime, Thriller",6.5,PG-13
Officer Downe,"Action, Comedy, Sci-Fi",4.2,R
Oh My God,Documentary,6.1,Not Rated
"Oh, Hello on Broadway",Comedy,7.7,TV-MA
Okja,"Action, Adventure, Drama",7.3,TV-MA
Olympus Has Fallen,"Action, Thriller",6.5,R
Om Shanti Om,"Action, Comedy, Drama",6.7,Not Rated
Omar,"Crime, Drama, Romance",7.5,Not Rated
Once Upon a Time in Mumbaai,"Action, Crime, Drama",7.4,Not Rated
Once Upon a Time in Mumbai Dobaara!,"Action, Crime, Drama",4.5,Not Rated
One 2 Ka 4,"Action, Comedy, Crime",5.4,Not Rated
One by Two,"Comedy, Drama, Romance",4.2,Not Rated
One Day,"Drama, Romance",7.0,PG-13
One Direction: This Is Us,"Documentary, Music",4.3,PG
One Last Shot,"Short, Comedy, Drama",6.7,TV-MA
One Last Thing,Drama,6.3,TV-MA
One More Try,Drama,6.1,TV-14
One Night Stand,"Drama, Romance",5.8,R
Only,"Drama, Romance, Sci-Fi",5.1,TV-MA
Only God Forgives,"Action, Crime, Drama",5.7,R
Only Mine,"Drama, Thriller",4.7,TV-14
Only the Dead,"Documentary, Biography, History",7.7,TV-MA
Open Season,"Animation, Adventure, Comedy",6.1,PG
Opening Night,Drama,8.0,PG-13
Operation Christmas Drop,"Comedy, Family, Romance",5.8,TV-G
Operator,"Action, Thriller",4.3,Not Rated
Ordinary People,Drama,7.7,R
Ordinary World,"Comedy, Drama, Music",5.5,Not Rated
Other People,"Comedy, Drama",6.8,Unrated
OtherLife,"Crime, Drama, Mystery",6.3,TV-MA
Our House,"Drama, Horror, Mystery",5.3,PG-13
Our Idiot Brother,"Comedy, Drama",6.4,R
Our Souls at Night,"Drama, Romance",6.9,TV-14
Outlaw King,"Action, Biography, Drama",6.9,R
Outlawed,Action,4.8,Not Rated
Outside In,Drama,6.7,Not Rated
Over the Moon,"Animation, Adventure, Comedy",6.4,PG
Oye Lucky! Lucky Oye!,"Action, Comedy, Crime",7.7,Not Rated
P,"Drama, Horror",5.0,Not Rated
P Se PM Tak,"Comedy, Drama",3.8,Unrated
P.S. I Love You,"Comedy, Drama, Romance",7.0,PG-13
Paan Singh Tomar,"Action, Biography, Crime",8.2,Not Rated
Pachamama,"Animation, Adventure, Family",6.8,PG
Paddleton,"Comedy, Drama",7.2,TV-MA
Paheli,"Comedy, Drama, Fantasy",6.5,Not Rated
Paid in Full,"Action, Crime, Drama",7.1,R
Painted Faces,"Crime, Mystery",6.0,Passed
Pandora,"Action, Drama, Sci-Fi",4.2,TV-PG
Panic Room,"Crime, Drama, Thriller",6.8,R
Pants on Fire,"Comedy, Family",5.2,Unrated
Papa the Great,Family,5.4,Not Rated
Paper Year,"Drama, Romance",5.2,Not Rated
Paradise Beach,"Action, Crime, Drama",4.5,TV-MA
Paradise Lost,"Drama, Mystery",7.1,TV-MA
Paradox,"Action, Drama, Sci-Fi",4.6,TV-MA
Paranormal Activity,"Horror, Mystery",6.3,R
ParaNorman,"Animation, Adventure, Comedy",7.0,PG
Pardes,"Drama, Musical, Romance",7.0,Not Rated
Pari,"Fantasy, Horror, Mystery",6.6,Not Rated
Parmanu: The Story of Pokhran,"Action, Drama, History",7.6,Not Rated
Parrot Sketch Not Included: Twenty Years of Monty Python,Comedy,8.1,Not Rated
Paskal: The Movie,"Action, Drama",6.8,TV-14
Passenger 57,"Action, Crime, Thriller",5.9,R
Patiala House,"Drama, Sport",5.6,Not Rated
Patria,Drama,8.2,TV-14
Patriot Games,"Action, Thriller",6.9,R
Patton Oswalt: Annihilation,Comedy,7.2,TV-MA
Patton Oswalt: I Love Everything,Comedy,6.4,TV-MA
Paul Blart: Mall Cop,"Action, Comedy, Crime",5.2,PG
Payday,"Drama, Music",7.1,R
Paying Guests,"Comedy, Drama",4.3,Not Rated
Pee-wee's Big Holiday,"Comedy, Family",6.1,TV-PG
Peepli [Live],"Comedy, Drama",7.4,Not Rated
Penelope,"Comedy, Fantasy, Romance",6.7,PG
People You May Know,"Comedy, Drama, Romance",5.6,Not Rated
Peppermint,"Action, Crime, Drama",6.5,R
Perdida,"Crime, Drama, Mystery",5.6,TV-MA
Perfect Bid: The Contestant Who Knew Too Much,"Documentary, History",6.6,TV-PG
Perfect Stranger,"Crime, Mystery, Thriller",5.7,R
Persona,"Drama, Thriller",8.1,Not Rated
Personal Shopper,"Mystery, Thriller",6.1,R
Pete Davidson: Alive from New York,Comedy,6.1,TV-MA
Peter and the Farm,Documentary,7.1,Unrated
Peter Rabbit,"Animation, Adventure, Comedy",6.6,PG
Pets United,"Animation, Adventure, Comedy",3.8,TV-Y7
Petta,"Action, Drama",7.3,Not Rated
Phantom,"Drama, History, Thriller",5.9,R
Phantom Boy,"Animation, Action, Adventure",6.6,PG
Philadelphia,Drama,7.7,PG-13
Phir Bhi Dil Hai Hindustani,"Comedy, Drama, Musical",6.2,Not Rated
Pickpockets: Maestros del robo,"Crime, Drama",5.4,TV-MA
Pieces of a Woman,Drama,7.1,R
Piercing,"Horror, Mystery, Thriller",5.6,R
Pierre Jackson,Romance,6.5,TV-MA
Pine Gap,"Drama, Mystery, Thriller",7.2,TV-MA
Pineapple Express,"Action, Comedy, Crime",6.9,R
Pink,"Crime, Drama, Thriller",8.1,Not Rated
Pitaah,"Action, Drama",6.3,Not Rated
Pizza,"Horror, Thriller",8.0,Not Rated
"Pizza, birra, faso","Crime, Drama",7.1,R
PK,"Comedy, Drama, Musical",8.1,Not Rated
"Plaire, aimer et courir vite","Drama, Romance",6.8,Not Rated
Planet 51,"Animation, Adventure, Comedy",6.0,PG
Planet Hulk,"Animation, Action, Adventure, Drama, Sci-Fi",6.8,PG-13
Planetarium,"Drama, Fantasy, Mystery",4.6,Not Rated
Platoon,"Drama, War",8.1,R
Players,"Action, Crime, Thriller",4.1,Not Rated
Playing for Keeps,"Comedy, Romance, Sport",5.7,PG-13
Pocoyo,"Animation, Comedy, Family",7.3,TV-Y
Point Blank,"Crime, Drama, Thriller",7.3,Not Rated
Pokémon the Movie: I Choose You,"Animation, Action, Adventure",6.3,PG
Pokémon: Mewtwo Strikes Back - Evolution,"Animation, Action, Family",5.7,TV-Y7
Polaroid,"Drama, Horror, Mystery",5.2,PG-13
Pooja Kiven Aa,Comedy,4.8,Not Rated
Pope Francis: A Man of His Word,"Documentary, Biography",6.4,PG
Popeye,"Adventure, Comedy, Family",5.3,PG
Porto,"Drama, Romance",6.1,R
Poseidon,"Action, Adventure, Thriller",5.7,PG-13
Posesif,"Drama, Romance",7.3,Not Rated
Poshter Girl,Comedy,6.8,Not Rated
Postcards from London,Drama,5.2,Not Rated
Poster Boys,Comedy,5.4,PG-13
Pottersville,Comedy,5.4,PG-13
Prague,"Horror, Mystery, Romance",5.7,Not Rated
Prem Ratan Dhan Payo,"Action, Drama, Musical",4.4,Not Rated
Premachi Goshta,Romance,7.3,Not Rated
Prescription Thugs,Documentary,7.0,PG-13
Pretty Little Stalker,"Drama, Mystery, Thriller",3.5,TV-14
Primal Fear,"Crime, Drama, Mystery",7.7,R
Prince,"Action, Sci-Fi, Thriller",4.3,Not Rated
Princess Cyd,"Drama, Romance",6.7,Not Rated
Private Life,"Comedy, Drama",7.2,R
Professor Mack,"Comedy, Romance",4.4,TV-MA
Project Power,"Action, Crime, Sci-Fi",6.0,R
Prom Night,"Horror, Mystery",3.9,PG-13
Prospect,"Adventure, Drama, Sci-Fi",6.3,R
Psycho,"Horror, Mystery, Thriller",8.5,R
Puerto Ricans in Paris,Comedy,5.3,R
Pulang,Drama,6.7,TV-14
Pulp Fiction,"Crime, Drama",8.9,R
Pup Star,"Comedy, Family",4.4,G
Pup Star: Better 2Gether,Family,4.6,PG
Pup Star: World Tour,"Comedy, Family, Musical",4.3,G
Puppy Star Christmas,"Comedy, Family, Musical",4.0,PG
Pusher,"Crime, Thriller",7.4,Not Rated
Puss in Book: Trapped in an Epic Tale,"Animation, Short, Action",5.4,TV-Y7
Puss in Boots,"Animation, Adventure, Comedy",6.6,PG
Pyaar Ka Punchnama,"Comedy, Drama, Romance",7.6,Not Rated
Pyaar Ka Punchnama 2,"Comedy, Drama, Romance",7.2,Not Rated
Qila,"Drama, Family, Music",5.2,Not Rated
Qismat,"Drama, Romance",8.4,Not Rated
Qlimax: The Source,"Music, Musical",7.4,TV-14
Quantum of Solace,"Action, Adventure, Thriller",6.6,PG-13
Quartet,"Comedy, Drama, Music",6.8,PG-13
Queen,"Adventure, Comedy, Drama",8.2,Not Rated
Queen of the Desert,"Adventure, Biography, Drama",5.7,PG-13
Quiet Victory: The Charlie Wedemeyer Story,Drama,7.2,Not Rated
Quigley Down Under,"Action, Adventure, Drama",6.9,PG-13
Quincy,"Documentary, Biography",7.6,TV-MA
Raat Akeli Hai,"Crime, Drama, Mystery",7.3,TV-MA
Race,"Biography, Drama, Sport",7.1,PG-13
Race 2,"Action, Crime, Thriller",5.4,Not Rated
Race to Witch Mountain,"Action, Adventure, Family",5.7,PG
Rachel Getting Married,"Drama, Romance",6.7,R
Radio Rebel,"Comedy, Drama, Family",5.9,TV-G
Radium Girls,"Drama, History",6.3,Not Rated
Raees,"Action, Crime, Drama",6.8,Not Rated
Raging Bull,"Biography, Drama, Sport",8.2,R
Ragini MMS,"Drama, Horror, Mystery",4.9,Not Rated
Ragini MMS 2,Horror,3.8,Not Rated
Rain Man,Drama,8.0,R
Rainbow Time,"Comedy, Drama",5.9,Not Rated
Raising Victor Vargas,"Drama, Romance",7.2,R
Raja Natwarlal,"Crime, Thriller",6.1,Not Rated
Ram Jaane,"Action, Crime, Drama",5.4,Not Rated
Raman Raghav 2.0,"Crime, Drama, Thriller",7.4,Not Rated
Rampage: President Down,"Action, Crime, Thriller",4.8,Not Rated
Ranbhool,Thriller,5.4,Not Rated
Rang De Basanti,"Comedy, Crime, Drama",8.1,Not Rated
Rango,"Animation, Adventure, Comedy",7.2,PG
Rangoon,"Action, Drama, History",5.6,Not Rated
Rattlesnake,"Drama, Horror, Mystery",4.6,TV-MA
Ravenous,"Adventure, Horror, Western",7.0,R
Ready,"Action, Comedy, Romance",4.8,Not Rated
Real Steel,"Action, Drama, Sci-Fi",7.0,PG-13
Rebecca,"Drama, Mystery, Romance",8.1,Approved
Rebel Without a Cause,Drama,7.7,PG-13
Rebirth,Thriller,5.0,TV-MA
Recall,"Crime, Drama, Thriller",2.9,TV-MA
Red Christmas,"Horror, Thriller",4.3,Not Rated
Red Dawn,"Action, Drama",5.4,PG-13
Red Trees,Documentary,6.4,Not Rated
Reincarnated,"Documentary, Music",6.2,R
ReMastered: The Two Killings of Sam Cooke,"Documentary, Music",7.3,TV-MA
Remember,"Drama, Mystery, Thriller",7.5,R
Remember Me,"Drama, Romance",7.1,PG-13
Rememory,"Drama, Mystery, Sci-Fi",6.2,PG-13
Resident Evil: Afterlife,"Action, Horror, Sci-Fi",5.8,R
Residente,"Documentary, Music",8.0,Not Rated
Results,"Comedy, Romance",5.4,R
Revenge of the Green Dragons,"Action, Crime, Drama",5.3,R
Revenger,"Action, Crime, Thriller",5.7,Not Rated
Revolt,"Action, Adventure, Sci-Fi",5.3,R
Revolutionary Road,"Drama, Romance",7.3,R
Ricardo O'Farrill: Abrazo genial,Comedy,5.5,TV-MA
Ricardo O'Farrill: Abrazo navideño,Comedy,5.7,TV-MA
Ricardo Quevedo: Hay gente así,Comedy,6.4,TV-MA
Rich in Love,Drama,6.2,PG-13
Richard Pryor: Live in Concert,"Documentary, Comedy",8.1,Not Rated
Ricky Gervais: Humanity,Comedy,8.0,TV-MA
Ride Like a Girl,"Biography, Drama, Sport",7.0,PG
Riding Faith,Family,4.4,TV-G
Righteous Kill,"Crime, Drama, Mystery",6.0,R
Rim of the World,"Action, Adventure, Comedy",5.2,TV-14
Rip Tide,"Drama, Family",5.5,Unrated
Rise of the Zombie,"Drama, Horror, Thriller",3.5,Not Rated
River's Edge,"Crime, Drama",7.0,R
Riverdale,"Crime, Drama, Mystery",6.7,TV-14
Rize,"Documentary, Music",7.1,PG-13
Road Trip: Beer Pong,Comedy,4.9,R
"Rob Schneider: Asian Momma, Mexican Kids",Comedy,5.5,TV-MA
Rocco,Documentary,5.7,TV-MA
Rock My Heart,Drama,6.5,TV-PG
Rock On!!,"Drama, Music",7.7,Not Rated
Rocko's Modern Life: Static Cling,"Animation, Action, Adventure, Comedy, Family",7.0,TV-Y7
Rocky,"Drama, Sport",8.1,PG
Rocky Handsome,"Action, Crime, Drama",6.8,Not Rated
Rocky II,"Drama, Sport",7.3,PG
Rocky III,"Drama, Sport",6.8,PG
Rocky IV,"Drama, Sport",6.9,PG
Rocky V,"Drama, Sport",5.3,PG-13
Rodney King,"Comedy, Drama",5.7,TV-MA
Rogue Warfare,"Action, War",2.8,R
Rogue Warfare: The Hunt,Action,3.1,R
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,"Documentary, Biography, History",7.6,TV-MA
Roma,Drama,7.7,R
Romeo Akbar Walter,"Action, Drama, Thriller",6.6,Not Rated
Ronny Chieng: Asian Comedian Destroys America,Comedy,7.4,TV-MA
Room,"Drama, Thriller",8.1,R
Room on the Broom,"Animation, Comedy, Family, Fantasy",7.6,Not Rated
Roped,"Drama, Romance",5.4,PG
Rory Scovel Tries Stand-Up for the First Time,"Documentary, Comedy",6.7,TV-MA
Rosemary's Baby,"Drama, Horror",8.0,Approved
Rounders,"Crime, Drama",7.3,R
Rowdy Rathore,"Action, Comedy, Crime",5.7,Not Rated
Roxanne Roxanne,"Biography, Drama, Music",6.2,TV-MA
Royal Pains,"Comedy, Drama",7.1,TV-PG
Rudy Habibie: Habibie & Ainun 2,"Biography, Drama, Romance",7.6,TV-14
